"ensembl"	"symbol"	"MOCK_DMSO_8"	"MOCK_DMSO_8.1"	"MOCK_DMSO_8.2"	"UVC_DMSO_8"	"UVC_DMSO_8.1"	"UVC_DMSO_8.2"	"MOCK_TPA_8"	"MOCK_TPA_8.1"	"MOCK_TPA_8.2"	"UVC_TPA_8"	"UVC_TPA_8.1"	"UVC_TPA_8.2"
"ENSG00000010626.14"	LRRC23	6236	4633	3757	3574	3958	4188	7786	6547	2252	6548	7163	3499
"ENSG00000010671.15"	BTK	168248	148357	122051	73798	80660	72287	176673	162085	72240	59043	58673	59338
"ENSG00000010704.18"	HFE	50	45	150	50	0	0	178	46	50	144	50	47
"ENSG00000010803.16"	SCMH1	52259	50091	36122	11844	11853	10403	60165	54495	23841	11337	8963	9722
"ENSG00000010810.17"	FYN	16976	14040	13987	2905	3134	3636	18320	16354	6010	2054	2715	3168
"ENSG00000010818.8"	HIVEP2	46658	46707	35871	20052	18646	18094	92506	76373	41083	22815	22658	23761
"ENSG00000010932.15"	FMO1	2906	2806	1892	1366	2273	1509	4639	4089	1824	1991	1816	2319
"ENSG00000011007.12"	TCEB3	118023	106002	84735	79557	86535	83180	202564	176296	74741	105805	113064	107926
"ENSG00000011009.10"	LYPLA2	68972	61931	50405	53440	69654	75598	94368	95362	40637	89423	89890	74472
"ENSG00000011021.21"	CLCN6	25230	28276	16330	14154	11558	15873	46352	32871	23903	16219	17429	12504
"ENSG00000011028.13"	MRC2	50	0	0	1029	1056	887	42	50	50	1204	993	1064
"ENSG00000011052.21"	NME1-NME2	705593	642994	528075	471841	611391	567134	1038445	974713	394007	700401	701335	656291
"ENSG00000011083.8"	SLC6A7	0	0	0	50	0	0	0	0	0	0	0	0
"ENSG00000011105.11"	TSPAN9	200	150	123	0	100	49	200	200	0	300	150	123
"ENSG00000011114.14"	BTBD7	34874	37373	24564	25033	20871	20840	40267	32718	17074	17242	17499	13241
"ENSG00000011132.11"	APBA3	26916	25066	19287	26744	30368	43850	33038	25728	15183	41674	35086	31156
"ENSG00000011143.16"	MKS1	7881	9234	5866	7662	6821	7950	12249	14103	5765	10770	10006	8252
"ENSG00000011198.7"	ABHD5	17933	17184	11656	25949	28649	24313	42574	34684	16192	31944	34687	32446
"ENSG00000011201.11"	ANOS1	8479	7787	5223	1485	1429	967	6191	6255	2743	958	699	1099
"ENSG00000011243.17"	AKAP8L	101376	94789	63959	93481	96923	124270	142659	111058	56032	124084	108306	85242
"ENSG00000011258.15"	MBTD1	45282	37527	29577	26635	21615	25865	67393	51775	26309	22875	19921	18716
"ENSG00000011260.13"	UTP18	142854	134708	100314	50708	53941	48715	204162	183193	78754	36910	38283	41997
"ENSG00000011275.18"	RNF216	105116	103459	70207	50287	49200	57319	141802	104414	60996	51567	47590	39249
"ENSG00000011295.15"	TTC19	58082	53166	37383	40288	42779	40210	69735	62647	28499	41521	36853	36235
"ENSG00000011304.18"	c("PTBP1", "MIR4745")	865784	788176	606357	409534	462752	555269	1051933	907755	399702	671378	587100	564615
"ENSG00000011332.19"	DPF1	4590	6214	4215	5461	6300	6951	6370	4518	2936	5232	5231	4487
"ENSG00000011347.9"	SYT7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000011376.9"	LARS2	92856	84285	64284	27341	30566	29514	126430	110906	46299	30202	29391	31209
"ENSG00000011405.13"	PIK3C2A	50053	44542	31777	35179	25534	30139	87173	62996	35935	32563	30029	28026
"ENSG00000011422.11"	PLAUR	300	400	174	400	597	477	522	569	150	433	305	346
"ENSG00000011426.10"	ANLN	84255	82969	60117	61456	46946	52986	108815	91657	40907	34477	35974	33763
"ENSG00000011451.17"	WIZ	107488	97576	62156	67085	81275	120803	105414	80858	43740	84766	78622	65985
"ENSG00000011454.16"	c("GPR21", "RABGAP1")	37030	36971	23147	18738	18504	23268	53842	39695	22265	18839	18628	15215
"ENSG00000011465.16"	DCN	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000011478.11"	QPCTL	27126	25771	19683	13055	15129	19260	33772	26302	13909	19054	19973	17762
"ENSG00000011485.14"	PPP5C	168983	147847	116663	79604	95603	97574	237661	210954	93751	89948	89458	79707
"ENSG00000011523.13"	CEP68	34966	32200	22145	43703	44708	44178	56537	46731	24757	55487	53955	52086
"ENSG00000011566.14"	MAP4K3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000011590.13"	ZBTB32	101507	95832	61214	31500	33526	46483	103004	78847	41856	33236	34458	26387
"ENSG00000011600.11"	TYROBP	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000011638.10"	TMEM159	20109	19882	15870	31520	35967	34169	18381	17791	8514	19492	19163	18816
"ENSG00000011677.12"	GABRA3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012048.20"	BRCA1	130106	120537	81291	78758	72597	68151	191401	160319	78674	69168	63730	57748
"ENSG00000012061.15"	ERCC1	135438	124483	93202	65603	76961	80238	172962	155153	67675	81746	88081	68708
"ENSG00000012124.15"	c("CD22", "MIR5196")	247801	234969	168236	79590	88559	99117	332419	268859	146337	91854	98560	86700
"ENSG00000012171.18"	c("SEMA3B", "MIR6872")	600	462	244	4939	4492	6814	1094	516	465	4983	2892	1798
"ENSG00000012174.11"	MBTPS2	44186	37155	28747	20584	20961	22549	69081	58352	27229	17150	17444	16454
"ENSG00000012211.12"	PRICKLE3	28178	25225	17823	19044	22283	28035	27141	25151	11427	20989	18065	18728
"ENSG00000012223.12"	LTF	0	0	0	50	250	100	200	164	50	100	150	0
"ENSG00000012232.8"	EXTL3	56245	49706	46609	48611	55461	62182	70068	68600	30596	42269	45938	40310
"ENSG00000012504.13"	NR1H4	0	0	50	100	0	0	50	0	47	0	0	0
"ENSG00000012660.13"	ELOVL5	276218	254854	186813	147353	134180	126242	424957	340376	175904	131610	127166	132048
"ENSG00000012779.10"	ALOX5	0	100	50	299	150	0	0	50	0	50	250	100
"ENSG00000012817.15"	KDM5D	60380	57761	34294	50332	40219	57021	87232	55733	41690	47302	49353	33957
"ENSG00000012822.15"	CALCOCO1	8262	6223	4127	8516	6079	10977	15568	10787	7208	11915	14151	8755
"ENSG00000012963.14"	UBR7	97725	91260	68595	110215	125126	108316	140536	129089	55515	105567	108596	99331
"ENSG00000012983.11"	MAP4K5	77219	68547	49604	44207	40516	37457	140705	116951	55806	42549	43335	42267
"ENSG00000013016.15"	EHD3	293	0	78	150	0	355	262	300	135	100	177	150
"ENSG00000013275.7"	PSMC4	178527	163051	125126	114275	139302	137217	264341	246293	102102	180958	166935	164939
"ENSG00000013288.8"	MAN2B2	26697	25096	18900	24968	28014	34927	26962	21624	11199	27605	25356	21239
"ENSG00000013293.5"	SLC7A14	0	50	50	0	0	0	0	0	0	0	50	0
"ENSG00000013297.10"	c("CLDN11", "LOC101928583")	50	50	0	50	0	50	245	237	50	402	100	100
"ENSG00000013306.15"	SLC25A39	304948	290410	211811	200704	239660	287149	432619	368750	173346	273888	270106	228475
"ENSG00000013364.18"	MVP	31301	31201	23231	24988	31085	39552	39146	35294	13805	36945	31404	27283
"ENSG00000013374.15"	NUB1	55475	58334	43542	30088	35645	31298	125049	118603	47994	52446	53164	50470
"ENSG00000013375.15"	PGM3	33625	30774	22671	29046	24384	24739	56147	46338	24283	28455	24240	22879
"ENSG00000013392.7"	RWDD2A	3061	3510	2774	4929	5921	4614	7133	6574	3048	5684	5197	4473
"ENSG00000013441.15"	CLK1	82476	83316	43027	137760	90088	123880	145271	89180	60880	175516	156110	110726
"ENSG00000013503.9"	POLR3B	40362	30545	25210	10910	12535	10371	46419	35393	16161	6045	5464	7150
"ENSG00000013523.9"	ANGEL1	54327	49626	33793	43751	44999	47808	70938	54389	29263	47381	47849	42906
"ENSG00000013561.17"	RNF14	34569	34545	26292	25675	29163	21019	58201	57908	24796	26327	25935	25323
"ENSG00000013563.13"	DNASE1L1	20877	18839	15455	13433	13819	15615	20237	16803	8566	15609	16496	12676
"ENSG00000013573.16"	DDX11	90820	93577	52691	74787	59606	94930	135207	88711	56121	70979	66653	44644
"ENSG00000013583.8"	HEBP1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000013588.6"	c("GPRC5A", "MIR614")	0	0	0	140	31	200	93	101	0	336	300	224
"ENSG00000013619.13"	MAMLD1	0	28	0	0	0	0	100	0	0	0	0	0
"ENSG00000013725.14"	CD6	92	32	0	0	0	0	450	289	152	150	250	262
"ENSG00000013810.18"	TACC3	263100	243577	178697	194340	225563	248204	284443	247379	118222	187760	182150	162922
"ENSG00000014123.9"	UFL1	61495	68015	46793	47829	44815	41601	88080	75753	39210	47867	43350	42213
"ENSG00000014138.8"	POLA2	111873	99434	72529	78072	88376	88959	135621	117724	55192	59554	58330	57676
"ENSG00000014164.6"	ZC3H3	47763	43324	34867	21113	30123	40730	47863	42607	18675	27985	25506	25055
"ENSG00000014216.15"	CAPN1	180205	155056	133362	83193	104266	116507	145601	131634	53290	72618	70305	63671
"ENSG00000014257.15"	ACPP	50	0	250	0	0	50	50	0	0	0	50	0
"ENSG00000014641.17"	MDH1	256443	237007	192745	210283	236784	191965	455283	414711	171302	283998	278077	284456
"ENSG00000014824.13"	SLC30A9	106668	99920	79039	46481	47454	40204	165705	164601	66194	48118	46826	50479
"ENSG00000014914.19"	MTMR11	200	250	150	1567	643	1562	1476	1447	947	2351	2552	1223
"ENSG00000014919.12"	COX15	77188	79680	56377	59404	56197	56199	110027	94834	43722	55992	51106	51560
"ENSG00000015133.18"	CCDC88C	80283	80878	53798	38667	41308	56147	108900	85948	44764	39975	39338	33753
"ENSG00000015153.14"	YAF2	28520	28930	23387	13713	15119	14147	60363	52788	23695	16435	17795	17376
"ENSG00000015171.18"	ZMYND11	60263	61947	39318	27819	25680	25842	73485	62166	28674	16269	13529	17052
"ENSG00000015285.10"	WAS	111026	104050	76845	62555	71160	71479	117223	104488	45963	61370	64507	58711
"ENSG00000015413.9"	DPEP1	0	0	50	0	0	0	0	0	0	150	0	0
"ENSG00000015475.18"	BID	151862	130764	112653	77382	100050	95106	176041	166316	66692	88069	90666	84547
"ENSG00000015479.17"	MATR3	537022	500504	390347	336046	313091	282759	798313	697057	313244	329052	302622	320150
"ENSG00000015520.14"	NPC1L1	481	778	350	1182	935	1191	697	299	150	2795	2162	1470
"ENSG00000015532.9"	XYLT2	37865	34437	23004	22136	26494	30091	38655	30798	16624	19706	19142	16314
"ENSG00000015568.12"	c("RGPD5", "RGPD6")	9707	10559	5325	8444	5352	7412	15478	10971	7179	8928	7172	7146
"ENSG00000015592.16"	STMN4	0	50	0	0	0	0	50	0	0	81	100	50
"ENSG00000015676.17"	NUDCD3	103636	94330	70933	66134	81657	76257	140214	129068	55600	60592	62221	58825
"ENSG00000016082.14"	ISL1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016391.10"	CHDH	24704	20419	17401	8470	10841	10057	17174	15655	6771	5894	4720	6097
"ENSG00000016402.13"	IL20RA	846	525	696	381	100	100	150	184	50	100	50	197
"ENSG00000016490.15"	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016602.9"	CLCA4	0	0	0	50	0	0	0	0	0	0	0	0
"ENSG00000016864.17"	GLT8D1	47119	44535	30001	55289	50016	56537	71416	56676	29938	63702	59780	53593
"ENSG00000017260.19"	ATP2C1	118762	107703	80436	54104	51523	50428	199539	157257	80806	52901	52051	49851
"ENSG00000017427.15"	IGF1	0	0	200	0	0	0	1936	1246	750	250	399	250
"ENSG00000017483.14"	SLC38A5	132244	123072	90559	57758	61104	74227	187719	152689	73098	74764	74185	65930
"ENSG00000017797.11"	RALBP1	89548	81253	68379	62525	73198	68486	168193	155597	64275	84152	88333	86756
"ENSG00000018189.12"	RUFY3	23282	22522	12990	7474	7198	7444	24371	18279	10773	6220	4332	7054
"ENSG00000018236.14"	CNTN1	0	0	0	50	442	0	50	50	50	250	150	300
"ENSG00000018280.16"	SLC11A1	415	400	231	572	374	1037	599	200	145	1516	1153	1155
"ENSG00000018408.14"	WWTR1	9081	10899	7635	4716	5933	6115	26052	22986	10088	6235	7705	6623
"ENSG00000018510.13"	AGPS	99778	101126	75922	38052	36258	34979	168380	150373	69239	37260	36305	39657
"ENSG00000018607.6"	NA	0	0	0	0	50	0	0	24	0	0	0	0
"ENSG00000018610.13"	CXorf56	29603	27610	25384	25589	28037	25711	49748	44868	19338	29635	28232	28050
"ENSG00000018625.14"	ATP1A2	0	0	0	0	0	0	0	0	0	50	50	0
"ENSG00000018699.11"	TTC27	65618	64970	48955	14906	17909	15212	90367	86095	36133	14791	11815	14499
"ENSG00000018869.16"	ZNF582	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019102.11"	VSIG2	702	339	656	301	294	197	258	496	335	756	1027	554
"ENSG00000019144.17"	c("PHLDB1", "MIR6716")	46	50	0	100	191	150	183	50	0	99	250	50
"ENSG00000019169.10"	MARCO	386	612	393	53	285	201	2901	2085	791	1043	1245	635
"ENSG00000019186.9"	CYP24A1	0	0	0	0	0	0	0	98	0	0	0	0
"ENSG00000019485.12"	PRDM11	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019505.7"	SYT13	0	0	0	0	0	0	45	0	0	0	0	0
"ENSG00000019549.8"	SNAI2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019582.14"	CD74	2349891	2064898	1699246	1562953	1947079	1988136	3022462	2702504	1143303	1998778	2105171	1890595
"ENSG00000019991.15"	HGF	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019995.6"	ZRANB1	43067	45440	31124	35493	34647	35303	74304	67262	28487	37544	38029	32154
"ENSG00000020129.15"	NCDN	121840	110936	83337	54988	71573	79091	155315	140655	60701	92750	90463	89346
"ENSG00000020181.17"	ADGRA2	16376	16995	10381	13596	17864	19663	20699	16492	6863	16297	15796	16023
"ENSG00000020219.9"	NA	0	0	0	50	100	0	0	0	0	0	50	49
"ENSG00000020256.19"	ZFP64	38236	31875	29413	16961	24597	22666	59282	56204	22388	18931	19678	21517
"ENSG00000020426.10"	MNAT1	28866	27470	23962	7247	8269	6053	49870	47180	20311	8417	10641	9669
"ENSG00000020577.13"	SAMD4A	14991	14321	10042	5892	3969	6170	19702	15813	9297	6451	6531	5105
"ENSG00000020633.18"	RUNX3	232132	206456	165298	124174	151660	165067	324073	289166	129815	135831	146661	129013
"ENSG00000020922.12"	MRE11A	53621	54290	31412	45367	29729	45601	77482	59210	32712	43027	37144	23758
"ENSG00000021300.13"	PLEKHB1	0	0	0	0	99	0	0	0	0	34	0	0
"ENSG00000021355.12"	SERPINB1	50	50	200	50	148	50	98	300	50	50	177	150
"ENSG00000021461.16"	CYP3A43	0	0	0	0	0	0	50	0	0	115	50	32
"ENSG00000021488.12"	SLC7A9	0	0	0	50	100	50	50	0	0	200	239	81
"ENSG00000021574.11"	SPAST	30883	31566	23152	15784	15718	11300	37256	38068	16096	11755	11972	14480
"ENSG00000021645.18"	NRXN3	528	500	249	94	0	200	2825	2471	1026	812	650	873
"ENSG00000021762.19"	OSBPL5	0	0	0	0	25	0	0	0	0	0	50	0
"ENSG00000021776.10"	AQR	134215	128923	91282	73553	69189	71949	196351	162400	78919	62631	55777	55527
"ENSG00000021826.14"	CPS1	6968	8598	4550	1738	2097	1398	13901	13091	5408	2827	3668	3320
"ENSG00000021852.12"	C8B	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000022267.16"	FHL1	27916	22427	22176	11493	11701	12792	43692	43905	19430	15874	16266	16851
"ENSG00000022277.12"	RTFDC1	208751	201669	150663	124717	144699	131809	269710	256318	110309	127502	125694	124519
"ENSG00000022355.16"	GABRA1	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000022556.15"	NLRP2	2260	2447	1984	2399	2788	2067	4688	4686	1864	2932	3155	3326
"ENSG00000022567.9"	SLC45A4	7931	8447	7041	2722	4661	4261	9320	8532	2791	5123	4280	3935
"ENSG00000022840.15"	RNF10	179851	159734	129746	103548	119808	119173	259630	241720	100606	102108	105702	105267
"ENSG00000022976.15"	ZNF839	24984	29405	16458	14218	15967	17942	31390	25584	14469	18303	15463	13105
"ENSG00000023041.11"	ZDHHC6	66136	64109	43924	64023	61962	57460	100741	77575	39823	59932	60515	57831
"ENSG00000023171.15"	GRAMD1B	161274	139397	107012	42592	41129	49297	288218	244960	115434	38487	38333	38503
"ENSG00000023191.16"	RNH1	178861	172003	124895	85876	105390	122023	185901	161337	68585	120774	103219	101311
"ENSG00000023228.13"	NDUFS1	185643	176261	141336	108467	111518	104966	275599	242741	106756	113413	111703	109697
"ENSG00000023287.12"	RB1CC1	42280	40597	33076	26647	23146	23788	78470	68102	32203	31965	29868	28338
"ENSG00000023318.7"	ERP44	83799	83102	60664	31895	30753	26227	131666	119249	50559	38654	36642	36147
"ENSG00000023330.14"	ALAS1	116143	98124	79296	95237	107487	108000	216974	190954	85381	147691	153105	141034
"ENSG00000023445.13"	BIRC3	394145	382639	280047	299819	284896	263492	717380	618866	287973	315202	309190	314309
"ENSG00000023516.8"	AKAP11	144847	149069	86617	146999	102328	133085	246623	174360	108109	157145	131987	110034
"ENSG00000023572.8"	GLRX2	14548	14339	13775	9816	12466	9850	28739	25530	11259	14966	16813	15441
"ENSG00000023608.4"	SNAPC1	24598	25140	19825	18800	20062	16802	53534	45101	19818	30161	29445	29922
"ENSG00000023697.12"	DERA	45179	42003	32880	27249	29645	26988	48895	44309	19891	20906	19867	22302
"ENSG00000023734.10"	STRAP	311643	270251	221392	192334	220296	182656	528633	498340	195941	251689	236380	261184
"ENSG00000023839.10"	ABCC2	550	1197	200	1068	150	651	838	808	288	1971	1716	1423
"ENSG00000023892.10"	DEF6	42683	43698	30575	29633	36094	42587	64591	60235	25811	39941	36023	33729
"ENSG00000023902.13"	PLEKHO1	142902	122225	100946	55129	71825	66351	143747	134954	56057	36219	40043	39710
"ENSG00000023909.9"	GCLM	75980	63286	51888	62616	55385	53939	130410	100969	42899	66265	58784	52471
"ENSG00000024048.10"	UBR2	45019	44357	29508	22055	18956	22930	72637	57771	31569	21845	19873	20275
"ENSG00000024422.11"	EHD2	0	100	0	37	0	0	0	75	0	0	0	0
"ENSG00000024526.16"	DEPDC1	81475	79549	55086	61897	55844	50119	123289	112635	50363	51297	49629	54889
"ENSG00000024862.17"	CCDC28A	16124	15386	12301	14177	14273	11810	27327	29493	10738	19653	17582	18625
"ENSG00000025039.14"	RRAGD	0	150	0	0	0	0	22	50	0	0	100	0
"ENSG00000025156.12"	HSF2	39436	41062	29807	37110	34898	32936	58340	50807	22768	26932	28135	28419
"ENSG00000025293.16"	PHF20	120396	109335	90384	58847	58733	55483	185366	153543	72487	45342	48434	50685
"ENSG00000025423.11"	HSD17B6	4600	3864	3904	3041	3287	4562	6823	6702	3237	4100	3315	3749
"ENSG00000025434.18"	NR1H3	10579	10173	7817	4918	5374	6541	12995	11428	5891	5665	4955	5294
"ENSG00000025708.13"	TYMP	8871	8689	5055	4289	4740	7917	9149	7141	4069	9294	8586	7322
"ENSG00000025770.18"	NCAPH2	106285	99695	73399	116643	133799	160215	141108	125550	57708	148399	140870	115301
"ENSG00000025772.7"	TOMM34	130022	119011	97365	54588	71114	67261	228559	219911	92575	87258	82950	81293
"ENSG00000025796.13"	SEC63	112153	100297	79554	61335	55435	49401	177152	143473	71100	59151	57399	56802
"ENSG00000025800.13"	KPNA6	83962	80266	55701	86276	76553	82478	123327	102212	50399	91194	90376	71365
"ENSG00000026025.14"	VIM	2024719	1889338	1473991	1029632	1257344	1343695	2639195	2368022	1040384	1437308	1206307	1322857
"ENSG00000026036.21"	c("RTEL1", "RTEL1-TNFRSF6B")	81598	80764	47213	59473	49792	82277	75735	59410	36037	76802	67057	39553
"ENSG00000026103.20"	FAS	126219	118260	92222	216117	215033	191934	189873	166882	76628	162319	150451	151358
"ENSG00000026297.15"	RNASET2	100338	92249	65501	31587	33541	44531	77585	62153	31995	29924	26518	22574
"ENSG00000026508.16"	CD44	23207	24327	17691	15266	16598	15134	112069	86329	44275	32026	30207	31412
"ENSG00000026559.13"	KCNG1	0	0	0	50	0	98	0	0	0	0	0	50
"ENSG00000026652.13"	AGPAT4	1933	2397	1421	923	850	898	4420	3223	2009	2377	1800	1050
"ENSG00000026751.16"	SLAMF7	565	1345	600	2291	1568	1206	3043	2290	1550	5877	5455	4715
"ENSG00000026950.16"	BTN3A1	14981	16625	9830	9523	7540	9313	24755	18072	11372	7273	7688	5659
"ENSG00000027001.9"	MIPEP	66068	61011	49184	32459	34243	29890	86541	80246	33307	38572	34455	41183
"ENSG00000027075.13"	PRKCH	0	0	0	0	43	149	1378	1283	499	1037	771	847
"ENSG00000027644.4"	INSRR	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000027697.13"	IFNGR1	160880	149254	118225	96123	99953	86587	208426	189825	88507	75629	80967	80982
"ENSG00000027847.13"	B4GALT7	28559	24384	17325	13585	14856	18656	29576	26461	13931	12314	12679	11577
"ENSG00000027869.11"	SH2D2A	100	139	100	400	200	225	172	629	100	849	946	600
"ENSG00000028116.16"	VRK2	50045	50941	38206	20357	18699	21393	80096	73015	29960	16706	17071	20766
"ENSG00000028137.17"	c("TNFRSF1B", "MIR7846")	142404	121406	99861	79127	99397	110315	158664	142992	64273	90501	99718	93851
"ENSG00000028203.17"	VEZT	64856	58608	47490	40706	37761	36062	106443	100257	44248	33313	33315	33453
"ENSG00000028277.21"	POU2F2	51124	51194	36686	53009	58516	62986	72526	74417	32576	61887	68698	49664
"ENSG00000028310.17"	BRD9	97840	89832	56883	69805	69166	86155	127871	88762	58710	73377	67146	52002
"ENSG00000028528.14"	SNX1	116586	112817	81536	99571	97804	102025	153519	126804	63915	94589	92092	82594
"ENSG00000028839.9"	TBPL1	38240	35056	27374	35264	35193	31912	79259	72621	29459	42745	42758	41354
"ENSG00000029153.14"	ARNTL2	191795	185499	136061	84769	92553	82652	243872	226854	97485	64050	63111	71636
"ENSG00000029363.15"	BCLAF1	310737	286348	206886	290815	263546	253418	473047	410096	188433	262951	239713	247469
"ENSG00000029364.11"	SLC39A9	109667	105631	81172	110909	118942	103452	189860	163877	77675	124763	116417	118176
"ENSG00000029534.19"	ANK1	16737	20250	12820	23203	22492	25412	11072	9335	5907	14552	12931	10448
"ENSG00000029559.6"	IBSP	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000029639.10"	TFB1M	28765	29580	22568	11841	12541	10533	47027	43156	17889	10631	11394	10661
"ENSG00000029725.16"	RABEP1	155896	142331	107963	67602	65107	63107	214990	200771	85549	57325	57538	58570
"ENSG00000029993.14"	HMGB3	111733	109112	80092	108704	116237	98886	133747	124385	53312	98550	96558	93931
"ENSG00000030066.13"	NUP160	196373	181903	131284	161349	143928	151357	281303	223489	110592	124137	117843	107785
"ENSG00000030110.12"	BAK1	41237	36446	28983	55115	76591	79887	61265	59617	24557	84072	83453	76003
"ENSG00000030304.13"	MUSK	50	0	0	0	0	0	50	0	0	97	0	0
"ENSG00000030419.16"	IKZF2	140065	151857	96258	42813	38419	36666	53843	46137	22573	7404	8791	9399
"ENSG00000030582.16"	GRN	121284	115941	85385	194915	247873	270657	140538	116601	54354	250968	228313	210067
"ENSG00000031003.10"	FAM13B	56024	52723	35871	44625	37805	36903	65733	55145	26839	26178	25414	24584
"ENSG00000031081.10"	ARHGAP31	41708	40294	34306	12465	17950	16869	52949	48655	20310	12475	12657	12975
"ENSG00000031691.6"	CENPQ	10973	15232	8353	21132	22659	17823	30181	24216	10909	25802	25737	24487
"ENSG00000031698.12"	SARS	163954	158536	119665	208622	235737	224267	330068	300553	130281	230968	234832	216281
"ENSG00000031823.14"	RANBP3	122199	108331	87057	82329	92998	103257	151852	134772	60609	78033	75102	67962
"ENSG00000032219.18"	ARID4A	24701	24171	16447	23608	19608	22010	43140	36616	18450	18828	19280	15236
"ENSG00000032389.12"	TSSC1	42007	41933	35073	11767	14989	13689	62542	60314	22967	14292	14388	13788
"ENSG00000032444.15"	PNPLA6	69219	63240	47713	30109	34727	46776	75496	59582	29429	47917	40390	36865
"ENSG00000032742.17"	IFT88	21854	20010	14388	4481	5131	7113	30356	27455	12489	6818	7126	6861
"ENSG00000033011.11"	ALG1	52720	48347	34272	33600	40058	41071	65940	56901	24027	38545	33565	35884
"ENSG00000033030.13"	ZCCHC8	58615	59090	37483	46043	35024	42191	96878	78993	42822	39768	38508	32025
"ENSG00000033050.7"	ABCF2	237306	218018	170331	138690	167251	153684	350464	317223	132513	167848	164504	157633
"ENSG00000033100.15"	c("CHPF2", "MIR671")	68301	56700	36718	42862	48170	62304	95133	71946	38663	66892	60174	54164
"ENSG00000033122.18"	LRRC7	648	820	363	242	141	468	889	393	294	612	391	167
"ENSG00000033170.16"	FUT8	47648	47666	37347	6297	5668	4507	46959	41671	17840	4874	5030	5024
"ENSG00000033178.12"	UBA6	61857	59779	42904	34339	27054	28605	114563	101110	51443	27500	26996	30241
"ENSG00000033327.12"	GAB2	100	678	349	50	150	149	1640	1047	627	312	249	300
"ENSG00000033627.15"	c("ATP6V0A1", "MIR5010")	70103	65046	45334	29396	30666	33536	158554	105926	69299	56137	55323	44070
"ENSG00000033800.13"	PIAS1	74152	68663	47493	50826	44808	47815	102386	85175	44625	43049	38564	33588
